base_rank,base_cfg_id,indicator,lambda_de_lever,cagr,sharpe,max_drawdown,calmar,sortino,volatility,n_switches,mean_position,delta_cagr,delta_mdd,effectiveness
1,EMA_N150_th5_bL3_sL0,vix,0.5,0.24906764736793452,0.849389932368025,0.5189692428026424,0.4799275695470297,1.1890840281148187,0.3243412585329377,25,0.9280420692733584,-0.02764209614180335,0.020868148614534898,0.7549408882554257
1,EMA_N150_th5_bL3_sL0,vix,0.7,0.2355485722366446,0.8402372898463164,0.5189692428026424,0.45387771145085143,1.177105145896099,0.30908555747940814,25,0.8992588969827018,-0.04116117127309327,0.020868148614534898,0.5069862681039945
1,EMA_N150_th5_bL3_sL0,composite,0.0,0.27670974350973787,0.8433518671096548,0.5398373914171773,0.5125798025648453,1.1784359538004283,0.37346175800224085,25,1.0,0.0,0.0,0.0
1,EMA_N150_th5_bL3_sL0,composite,0.3,0.2614521976806625,0.8545338027404912,0.5189692428026424,0.5037913157795548,1.1949607894940257,0.3403554346487686,25,0.9313414409756453,-0.015257545829075347,0.020868148614534898,1.3677264252267738
1,EMA_N150_th5_bL3_sL0,composite,0.5,0.24997137188891738,0.8593672472577935,0.5189692428026424,0.48166895313289,1.2023449517171825,0.3197339981204658,25,0.8855690682927422,-0.02673837162082049,0.020868148614534898,0.7804569743613482
1,EMA_N150_th5_bL3_sL0,composite,0.7,0.23749123785703463,0.8607231252867561,0.5189692428026424,0.45762102696970347,1.2048529810394333,0.3005526634352204,25,0.839796695609839,-0.03921850565270324,0.020868148614534898,0.5320995348300963
2,EMA_N150_th5_bL2_sL0,ebp,0.0,0.1923292415766995,0.8320202200606628,0.3904781772706746,0.4925479905715174,1.1618719598708318,0.2490177256991199,25,1.0,0.0,0.0,0.0
2,EMA_N150_th5_bL2_sL0,ebp,0.3,0.18974046216452622,0.8516057481394388,0.38102018299626816,0.4979800825049328,1.1884056922715862,0.23738924937304975,25,0.966694408887152,-0.002588779412173281,0.009457994274406412,3.6534570036874725
2,EMA_N150_th5_bL2_sL0,ebp,0.5,0.18764055935149804,0.8618634842082803,0.37912290448555536,0.4949333240789391,1.2023362328570482,0.23067639350505717,25,0.9444906814785865,-0.004688682225201468,0.01135527278511922,2.421847384769458
2,EMA_N150_th5_bL2_sL0,ebp,0.7,0.18524411204563695,0.8691664904204673,0.37912290448555536,0.48861229393935174,1.2123148179597716,0.22488334893650314,25,0.9222869540700213,-0.007085129531062551,0.01135527278511922,1.6026909226338844
2,EMA_N150_th5_bL2_sL0,term_spread,0.0,0.1923292415766995,0.8320202200606628,0.3904781772706746,0.4925479905715174,1.1618719598708318,0.2490177256991199,25,1.0,0.0,0.0,0.0
2,EMA_N150_th5_bL2_sL0,term_spread,0.3,0.1729617921567903,0.8217240880427854,0.37912290448555536,0.45621562324620824,1.1495206906270063,0.2252405730807029,25,0.9008603252636177,-0.0193674494199092,0.01135527278511922,0.5863070835463917
2,EMA_N150_th5_bL2_sL0,term_spread,0.5,0.15943161099848702,0.8071021284462159,0.37912290448555536,0.4205275099768112,1.1305353229173003,0.21106476229071794,25,0.8347672087726962,-0.03289763057821249,0.01135527278511922,0.3451699282148184
2,EMA_N150_th5_bL2_sL0,term_spread,0.7,0.14543402210960465,0.7836888568138906,0.37912290448555536,0.38360653072899664,1.0992036101534868,0.19856864355243434,25,0.7686740922817746,-0.04689521946709485,0.01135527278511922,0.24214137206644096
2,EMA_N150_th5_bL2_sL0,cape,0.0,0.1923292415766995,0.8320202200606628,0.3904781772706746,0.4925479905715174,1.1618719598708318,0.2490177256991199,25,1.0,0.0,0.0,0.0
2,EMA_N150_th5_bL2_sL0,cape,0.3,0.17839626441090717,0.855531682945032,0.37912290448555536,0.4705499517444853,1.1972179678777233,0.22050487331625082,25,0.9067081120612062,-0.013932977165792337,0.01135527278511922,0.8149925640442597
2,EMA_N150_th5_bL2_sL0,cape,0.5,0.1679389317665798,0.8621940265756093,0.37912290448555536,0.4429669898062788,1.208754797208858,0.2044663361367786,25,0.8445135201020102,-0.024390309810119692,0.01135527278511922,0.4655649261334042
2,EMA_N150_th5_bL2_sL0,cape,0.7,0.15658361398770815,0.8559687230116639,0.37912290448555536,0.4130154420508614,1.20257757379642,0.19151447656083934,25,0.7823189281428145,-0.03574562758899136,0.01135527278511922,0.31766886052984905
2,EMA_N150_th5_bL2_sL0,vix,0.0,0.1923292415766995,0.8320202200606628,0.3904781772706746,0.4925479905715174,1.1618719598708318,0.2490177256991199,25,1.0,0.0,0.0,0.0
2,EMA_N150_th5_bL2_sL0,vix,0.3,0.17971660009160262,0.8390492275785386,0.37912290448555536,0.47403255768855784,1.172955128375812,0.22824364729884894,25,0.956825241564015,-0.012612641485096887,0.01135527278511922,0.9003088527123064
2,EMA_N150_th5_bL2_sL0,vix,0.5,0.17060215438913318,0.837190727447923,0.37912290448555536,0.4499916844133408,1.171224783028195,0.21626402688207522,25,0.9280420692733584,-0.02172708718756633,0.01135527278511922,0.5226320807336501
2,EMA_N150_th5_bL2_sL0,vix,0.7,0.16094655469413865,0.8277995822181435,0.37912290448555536,0.42452342707316104,1.1588994923758906,0.20608952175295805,25,0.8992588969827018,-0.03138268688256085,0.01135527278511922,0.36183239591984295
2,EMA_N150_th5_bL2_sL0,composite,0.0,0.1923292415766995,0.8320202200606628,0.3904781772706746,0.4925479905715174,1.1618719598708318,0.2490177256991199,25,1.0,0.0,0.0,0.0
