rank,cfg_id,filter,lookback,threshold_pct,buy_leverage,sell_leverage,buy_ticker,pure_cagr,pure_sharpe,pure_max_drawdown,pure_calmar,pure_sortino,pure_volatility,pure_n_switches,tax15_cagr,tax15_sharpe,tax15_max_drawdown,tax15_calmar,tax15_sortino,tax15_volatility,tax15_n_switches,tax_drag_cagr,composite_pure,g1_pbo,g2_dsr,g3_walk_forward,g4_oos_sharpe,g5_fwd_stress,g6_bootstrap_ci,g7_cross_lib,gates_passed
37,SMA_N150_th5_bL2_sL0,SMA,150,0.05,2.0,0.0,QLD,0.19269263654058144,0.7373793965952955,0.5133546370407216,0.3753596882875652,1.0052378879128934,0.3012106567827046,21,0.16476984696338937,0.6519563096140727,0.5133546370407216,0.320966900996979,0.8735259195019492,0.3077223115433948,21,0.027922789577192075,0.8734375000000001,True,False,False,True,True,True,True,5
38,SMA_N100_th5_bL2_sL0,SMA,100,0.05,2.0,0.0,QLD,0.1839327686041372,0.7215644190532401,0.4526467366393383,0.40634948562700435,0.990340079451727,0.2947149805136492,25,0.1545173645428044,0.6291394779422667,0.5012557819047534,0.30826051313691416,0.8467520996986467,0.30174059532181713,25,0.029415404061332806,0.8708333333333335,True,False,False,True,True,True,True,5
39,SMA_N100_th2_bL2_sL0,SMA,100,0.02,2.0,0.0,QLD,0.17230841605605285,0.6987487880671808,0.3993618706108541,0.43145935738054847,0.9515487654558904,0.28705282717444564,51,0.13946873994827502,0.5936915468402416,0.4006992428361395,0.34806339777714246,0.7947735204245903,0.29323437481132014,51,0.032839676107777827,0.8708333333333335,True,False,False,True,True,True,True,5
40,SMA_N200_th2_bL1_sL0,SMA,200,0.02,1.0,0.0,QQQ,0.1192752542610247,0.8151571365642197,0.31784374431549983,0.37526380932207065,1.1121358514526023,0.15258800930638983,30,0.09998830148686033,0.6791716971012569,0.3268773956388224,0.3058893114693703,0.8963808439549448,0.1591617619131968,30,0.019286952774164368,0.8703124999999999,True,False,False,True,True,True,True,5
41,SMA_N100_th5_bL3_sL0,SMA,100,0.05,3.0,0.0,TQQQ,0.24189032522087306,0.7156634561361873,0.6087765695166903,0.3973384281410675,0.98247229516545,0.4395699376428733,25,0.2044819791850816,0.6439371401937323,0.6504160153108897,0.31438644555414597,0.8715272878081401,0.44707267896697317,25,0.03740834603579146,0.8697916666666667,True,False,False,True,True,True,False,4
42,SMA_N200_th5_bL2_sL0,SMA,200,0.05,2.0,0.0,QLD,0.18738842298575253,0.7131366631586774,0.49829233177145826,0.376061221571634,0.967777530600405,0.3083333018644753,16,0.16214818235481987,0.637249865790997,0.49829233177145815,0.3254077416330564,0.8501499979902114,0.3150177690427199,16,0.025240240630932664,0.8643229166666667,True,False,False,True,True,False,True,4
43,EMA_N200_th10_bL2_sL0,EMA,200,0.1,2.0,0.0,QLD,0.1947785654513703,0.7006876320626543,0.5260118723176596,0.37029309736519245,0.956285027000804,0.3349670202391957,8,0.17648476773854171,0.6512395745986748,0.5861893364612907,0.3010712695729769,0.8796237230891891,0.3391959303753339,8,0.018293797712828574,0.8630208333333333,True,False,False,True,True,False,True,4
44,SMA_N150_th0_bL2_sL-1,SMA,150,0.0,2.0,-1.0,QLD,0.1907799800643073,0.6982645959566535,0.4912582621284626,0.38834966202445037,0.9697080961443804,0.327292686772186,98,0.14860453353754832,0.5832663038531021,0.494895504245984,0.30027456758565657,0.7952449605394885,0.3342846968627999,98,0.042175446526758975,0.8619791666666667,True,False,False,True,True,False,True,4
45,SMA_N150_th5_bL3_sL0,SMA,150,0.05,3.0,0.0,TQQQ,0.25269125477076226,0.7303223607684292,0.6746872171348172,0.3745309653914327,0.9956286525825575,0.4490975275180007,21,0.21703540045536696,0.6638679649947917,0.6746872171348173,0.3216829887144557,0.8937819740862318,0.4560289717850107,21,0.03565585431539531,0.8609375,True,False,False,True,True,True,False,4
46,SMA_N200_th2_bL3_sL0,SMA,200,0.02,3.0,0.0,TQQQ,0.26713872760619894,0.753547036794143,0.7069606045242086,0.37786932665927814,1.0254912339976745,0.4528586109061684,30,0.22779672917093308,0.6812026210631503,0.7127821621779814,0.3195881452404421,0.9127380210713794,0.461662739334782,30,0.03934199843526587,0.8609375,True,False,False,True,True,False,False,3
